,id,smiles,MW,logP,TPSA,HA,h_acc,h_don,rings,MR,Rot_bonds,lipinski
84,LON-WEI-adc59df6-47,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,459.23220542,5.137400000000004,62.300000000000004,34.0,3.0,1.0,3.0,132.91669999999996,8.0,1.0
85,LON-WEI-d1c9908a-11,C=CC(=O)N(c1ccc(C2(C)CC2)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,489.10518910800005,5.794600000000005,62.300000000000004,32.0,3.0,1.0,4.0,130.46069999999997,7.0,1.0
86,WAR-XCH-79d12f6e-6,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,330.080491148,1.3751400000000003,57.690000000000005,21.0,3.0,0.0,2.0,81.97480000000003,3.0,0.0
87,LON-WEI-8f408cad-1,O=C(CCl)Nc1cccc(N2CCCC2=O)c1,252.066555336,1.9907,49.410000000000004,17.0,2.0,1.0,2.0,67.37870000000002,3.0,0.0
88,LON-WEI-8f408cad-7,O=C(CCl)N1CCN(Cc2ccsc2)CC1,258.05936178,1.6311000000000002,23.550000000000004,16.0,3.0,0.0,2.0,66.89600000000003,3.0,0.0
89,LON-WEI-8f408cad-5,O=C(CCl)N1CCN(Cc2cccs2)CC1,258.05936178,1.6311000000000002,23.550000000000004,16.0,3.0,0.0,2.0,66.89600000000003,3.0,0.0
90,LON-WEI-8f408cad-3,O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,308.00561195600005,0.8197999999999999,57.690000000000005,18.0,4.0,0.0,2.0,70.37780000000004,3.0,0.0
91,LON-WEI-8f408cad-4,O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,320.039769208,0.8973999999999999,57.690000000000005,20.0,3.0,0.0,2.0,72.45880000000002,3.0,0.0
92,LON-WEI-8f408cad-2,O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,338.030347396,1.0365000000000002,57.690000000000005,21.0,3.0,0.0,2.0,72.41680000000002,3.0,0.0
93,MED-COV-4280ac29-15,O=C(CCl)N1CCN(Cc2cccc(Cl)c2)CC1,286.06396849199996,2.223,23.550000000000004,18.0,2.0,0.0,2.0,74.02900000000004,3.0,0.0
94,MED-COV-4280ac29-31,O=C(CCl)N1CCN(Cc2cccc3ccccc23)CC1,302.11859090800004,2.722800000000001,23.550000000000004,21.0,2.0,0.0,3.0,86.52500000000005,3.0,0.0
95,AAR-POS-5507155c-1,CS(=O)(=O)c1ccc(N2CCNCC2)cc1,240.093248752,0.49969999999999987,49.410000000000004,16.0,4.0,1.0,2.0,64.63450000000003,2.0,0.0
96,AAR-POS-5507155c-1,CS(=O)(=O)c1ccc(N2CCNCC2)cc1,240.093248752,0.49969999999999987,49.410000000000004,16.0,4.0,1.0,2.0,64.63450000000003,2.0,0.0
97,JAN-GHE-83b26c96-8,CCCC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,302.11859090800004,4.565820000000003,41.99,21.0,2.0,1.0,2.0,86.70470000000005,5.0,0.0
98,JAN-GHE-83b26c96-12,Cc1ccncc1NC(=O)Cc1cccc(Br)c1,304.021125136,3.3337200000000013,41.99,18.0,2.0,1.0,2.0,75.44970000000002,3.0,0.0
99,JAN-GHE-83b26c96-22,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,288.10294084400005,3.9597200000000026,41.99,20.0,2.0,1.0,2.0,82.08170000000004,3.0,0.0
100,ALP-POS-95b75b4d-5,O=C(Cc1cccc(Cl)c1)Nc1cnccc1C1CC1,286.08729078000005,3.7936000000000014,41.99,20.0,2.0,1.0,3.0,79.99770000000004,4.0,0.0
101,TRY-UNI-2eddb1ff-2,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,261.066889684,2.6196200000000003,54.88,18.0,3.0,1.0,2.0,70.55470000000003,3.0,0.0
102,TRY-UNI-2eddb1ff-6,Cc1ccncc1NC(=O)Cc1cc(C#N)cc(OC2CC(=O)N2)c1,336.12224037199996,1.6676999999999997,104.11000000000001,25.0,5.0,2.0,3.0,89.64040000000003,5.0,0.0
103,TRY-UNI-2eddb1ff-7,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,345.088019052,2.44942,80.32,24.0,4.0,2.0,3.0,89.93540000000003,5.0,0.0
104,TRY-UNI-2eddb1ff-8,Cc1ccncc1NC(=O)C(C)c1cc(Cl)cc(OC2CC(=O)N2)c1,359.103669116,3.0104200000000008,80.32,25.0,4.0,2.0,3.0,94.64640000000004,5.0,0.0
105,JAN-GHE-5a013bed-1,Cc1nnn(NC(=O)Cc2cccc(Cl)c2)c1C,264.077788716,1.8611399999999996,59.81,18.0,4.0,1.0,2.0,69.01970000000003,3.0,0.0
106,JAN-GHE-5a013bed-2,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc21,285.066889684,3.0025000000000013,46.92,20.0,3.0,1.0,3.0,79.25670000000004,3.0,0.0
107,JAN-GHE-5a013bed-3,O=C(Cc1cccc(Cl)c1)Nn1cnc2ccccc2c1=O,313.06180430399996,2.3627000000000002,63.99,22.0,4.0,1.0,3.0,85.52670000000005,3.0,0.0
108,LON-WEI-8f408cad-7,O=C(CCl)N1CCN(Cc2ccsc2)CC1,258.05936178,1.6311000000000002,23.550000000000004,16.0,3.0,0.0,2.0,66.89600000000003,3.0,0.0
109,BEN-DND-61647d40-12,O=C(Cn1nnc2ccccc21)Nc1cccc(Cl)c1,286.062138652,2.7234000000000007,59.81,20.0,4.0,1.0,3.0,77.60970000000003,3.0,0.0
110,MAK-UNK-ed378e62-6,COc1cnc(C#N)nc1,135.04326178,0.35687999999999986,58.8,10.0,4.0,0.0,1.0,33.299,1.0,0.0
111,LON-WEI-8f408cad-1,O=C(CCl)Nc1cccc(N2CCCC2=O)c1,252.066555336,1.9907,49.410000000000004,17.0,2.0,1.0,2.0,67.37870000000002,3.0,0.0
112,EDG-MED-0da5ad92-2,O=C(Cc1cccc(Cl)c1)Nc1cccnc1,246.055990652,2.916200000000001,41.99,17.0,2.0,1.0,2.0,68.02270000000003,3.0,0.0
113,EDG-MED-0da5ad92-3,Cc1ccncc1NC(=O)N(C)c1cccc(Cl)c1,275.082539748,3.7117200000000024,45.230000000000004,19.0,2.0,1.0,2.0,77.84770000000003,2.0,0.0
114,EDG-MED-0da5ad92-5,Cc1ccncc1NC(=O)C(CO)c1cccc(Cl)c1,290.0822054,2.758020000000001,62.22,20.0,3.0,2.0,2.0,78.88250000000002,4.0,0.0
115,EDG-MED-0da5ad92-7,CCCCOc1ccc(Cl)cc1CC(=O)Nc1cnccc1C,332.129155592,4.403520000000003,51.22,23.0,3.0,1.0,2.0,93.16270000000004,7.0,0.0
116,TRY-UNI-2eddb1ff-2,Cc1ccncc1NC(=O)Cc1cncc(Cl)c1,261.066889684,2.6196200000000003,54.88,18.0,3.0,1.0,2.0,70.55470000000003,3.0,0.0
117,JAN-GHE-83b26c96-22,Cc1ccncc1NC(=O)C(C)(C)c1cccc(Cl)c1,288.10294084400005,3.9597200000000026,41.99,20.0,2.0,1.0,2.0,82.08170000000004,3.0,0.0
118,EDG-MED-0da5ad92-15,Cc1ccnnc1NC(=O)Cc1cccc(Cl)c1,261.066889684,2.619620000000001,54.88,18.0,3.0,1.0,2.0,70.55470000000003,3.0,0.0
119,EDG-MED-0da5ad92-17,Cc1cc(N)ncc1NC(=O)Cc1cccc(Cl)c1,275.082539748,2.806820000000001,68.00999999999999,19.0,3.0,2.0,2.0,77.17210000000001,3.0,0.0
120,MAT-POS-2db6411e-2,O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,302.058883112,1.9286,43.78,19.0,3.0,1.0,2.0,75.69380000000002,3.0,0.0
121,EDJ-MED-e66f2cc5-1,Cc1ccncc1N1CCC(c2cccc(Cl)c2)C1=O,286.08729078,3.563920000000002,33.2,20.0,2.0,0.0,3.0,80.13700000000004,2.0,0.0
122,NAU-LAT-64f4b287-4,COc1ccc2c(c1)CN(C(=O)CCl)C(c1ccccc1)C2,315.10260649599996,3.5600000000000023,29.54,22.0,2.0,0.0,3.0,87.15100000000004,3.0,0.0
123,EDJ-MED-e58735b6-4,Cc1ccncc1NC(=O)Cc1cccc(-c2cn[nH]c2)c1,292.132411132,2.9613200000000006,70.67,22.0,3.0,2.0,3.0,85.33140000000002,4.0,0.0
124,MAK-UNK-d4768348-1,O=C(CCl)N1CCN(S(=O)(=O)C2=CC[SH]=C2)CC1,310.02126202000005,-0.13560000000000016,57.690000000000005,18.0,3.0,1.0,2.0,75.79280000000001,3.0,0.0
125,BEN-DND-93268d01-6,Cc1ccncc1NC(=O)CCc1cccc(F)c1,258.11684132,3.1004200000000015,41.99,19.0,2.0,1.0,2.0,72.32470000000002,4.0,0.0
126,BEN-DND-93268d01-8,CC(=O)N1CCN(CC(=O)Nc2cnccc2C)CC1,276.15862588,0.49261999999999984,65.54,20.0,4.0,1.0,2.0,76.29770000000003,3.0,0.0
127,BEN-DND-93268d01-11,Cc1ccncc1NC(=O)CN1CCCCC1,233.152812228,1.81442,45.230000000000004,17.0,3.0,1.0,2.0,67.89470000000003,3.0,0.0
128,BEN-DND-7e92b6ca-10,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,347.163376912,2.4861000000000004,56.410000000000004,26.0,3.0,1.0,4.0,102.19120000000002,3.0,0.0
129,BEN-DND-7e92b6ca-11,COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,363.158291532,2.4991000000000003,65.64,27.0,4.0,1.0,4.0,105.67920000000004,3.0,0.0
130,BEN-DND-7e92b6ca-12,COc1cccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1,363.158291532,2.4991000000000003,65.64,27.0,4.0,1.0,4.0,105.67920000000002,3.0,0.0
131,BEN-DND-7e92b6ca-14,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccc(F)cc2)CC1,351.13830503599996,2.629600000000001,56.410000000000004,26.0,3.0,1.0,4.0,99.08520000000003,2.0,0.0
132,EDJ-MED-49816e9b-1,Cc1ccncc1CC(=O)Nc1cccc(Cl)c1,260.071640716,3.2246200000000016,41.99,18.0,2.0,1.0,2.0,72.75970000000002,3.0,0.0
133,EDJ-MED-49816e9b-4,Cc1ccncc1N1CCC(c2cccc(Cl)c2)S1(=O)=O,322.0542764,3.324620000000002,50.27,21.0,3.0,0.0,3.0,84.04980000000003,2.0,0.0
134,JAG-UCB-cedd89ab-1,Cc1ccncc1N1CCN(c2cccc(Cl)c2)C1=O,287.08253974799993,3.490020000000002,36.440000000000005,20.0,2.0,0.0,3.0,80.51400000000004,2.0,0.0
135,TRY-UNI-714a760b-12,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,261.066889684,3.6874200000000013,54.02,18.0,2.0,2.0,2.0,73.06740000000002,2.0,0.0
136,JAG-UCB-a3ef7265-3,O=C(Nc1cnccc1CO)[C@@H]1COc2ccc(Cl)cc21,304.061469956,2.3420000000000005,71.45,21.0,4.0,2.0,3.0,78.47750000000002,3.0,0.0
137,JAG-UCB-a3ef7265-20,O=C(Nc1nncn1C1CC1)C1CCOc2ccc(Cl)cc21,318.0883534,2.771200000000001,69.04,22.0,5.0,1.0,4.0,81.22770000000004,3.0,0.0
138,MAT-POS-590ac91e-41,COc1ccccc1OCC(C)NC(=O)c1cc(=O)[nH]c2ccc(F)cc12,370.132885308,2.873100000000001,80.41999999999999,27.0,4.0,2.0,3.0,99.94390000000003,6.0,0.0
139,BAR-COM-0f94fc3d-48,Cc1ccncc1NC(=O)CN1C(=O)COc2ccc(Cl)cc21,331.072368988,2.40752,71.53,23.0,4.0,1.0,3.0,86.90370000000001,3.0,0.0
140,MAT-POS-916a2c5a-4,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2)CC1,333.147726848,2.490500000000001,56.410000000000004,25.0,3.0,1.0,4.0,99.12720000000003,2.0,0.0
141,LOR-NEU-c8f11034-5,O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,314.98949066,3.178600000000001,37.38,19.0,2.0,0.0,3.0,76.10450000000003,2.0,0.0
142,MAT-POS-ee51dedd-1,N#Cc1cccc(CN2CCN(C(=O)CCl)CC2)c1,277.098189812,1.4412800000000001,47.34,19.0,3.0,0.0,2.0,73.73400000000002,3.0,0.0
143,MAT-POS-ee51dedd-2,O=C(CCl)N1CCN(S(=O)(=O)c2ccsc2)CC1,308.00561195600005,0.8197999999999999,57.690000000000005,18.0,4.0,0.0,2.0,70.37780000000004,3.0,0.0
144,EDJ-MED-6af13d92-1,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12,352.14230712,2.653920000000001,80.41999999999999,26.0,4.0,2.0,3.0,100.12790000000003,6.0,0.0
145,EDJ-MED-6af13d92-3,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,368.13722174,2.3541,89.64999999999999,27.0,5.0,2.0,3.0,101.94290000000002,7.0,0.0
146,ALP-POS-91609ae9-3,O=C1N(Cc2cccc(Cl)c2)CCN1c1nccc2[nH]ncc12,327.08868774800004,3.0535000000000005,65.12,23.0,3.0,1.0,4.0,88.49270000000003,3.0,0.0
147,ALP-POS-c0c213c9-1,COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1,456.22737413600004,3.535300000000001,85.17000000000002,34.0,7.0,1.0,5.0,130.7937,7.0,0.0
148,ALP-POS-c0c213c9-3,O=C(CN(C(=O)Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1)N1CCNCC1,454.21172407200004,2.5633,83.36,34.0,6.0,1.0,5.0,131.20869999999996,6.0,0.0
149,ALP-POS-c0c213c9-4,NCc1cn(CC(=O)N(Cc2cscn2)c2ccc(-c3ccccc3)nc2)nn1,405.1371792280001,2.4887000000000006,102.82000000000001,29.0,8.0,1.0,4.0,110.89039999999999,7.0,0.0
150,ALP-POS-c0c213c9-7,NCc1cn(CC(=O)N(CC(=O)N2CCNCC2)c2ccc(-c3ccccc3)cc2)nn1,433.2226231040001,0.8688000000000007,109.38,32.0,7.0,2.0,4.0,121.5941,7.0,0.0
151,ALP-POS-c0c213c9-11,NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-n3cnnc3)cc2)nn1,394.1324281960001,1.6123999999999994,107.75,28.0,9.0,1.0,4.0,104.7814,7.0,0.0
152,ALP-POS-c0c213c9-15,O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1cnc(-c2ccccc2)nc1,421.16510822800007,3.516700000000002,89.69000000000001,32.0,7.0,0.0,5.0,120.423,6.0,0.0
153,ALP-POS-c0c213c9-18,O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1ccc(-n2cnnc2)cc1,410.16035719600006,2.6404000000000005,94.62,31.0,8.0,0.0,5.0,114.31400000000001,6.0,0.0
154,ALP-POS-c59291d4-2,CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,419.1415959120001,4.074700000000003,80.12,30.0,6.0,1.0,4.0,118.39970000000002,7.0,0.0
155,ALP-POS-c59291d4-3,O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1,431.14159591200007,4.074700000000003,80.12,31.0,6.0,1.0,5.0,120.8327,7.0,0.0
156,ALP-POS-c59291d4-4,CNc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,377.13103122800004,3.7679000000000027,63.050000000000004,27.0,6.0,1.0,4.0,109.0257,6.0,0.0
157,ALP-POS-c59291d4-5,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,272.035255208,3.435500000000001,54.98,19.0,3.0,1.0,3.0,72.50420000000003,2.0,0.0
158,JAG-UCB-ef2c0e8e-4,Cc1ccc(-n2ncc3c(=O)n(CC(N)=O)cnc32)cc1C,297.12257472000005,0.6843399999999996,95.8,22.0,6.0,1.0,3.0,81.79340000000002,3.0,0.0
159,JAG-UCB-1d922829-1,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1C,383.163376912,4.090640000000002,62.300000000000004,29.0,4.0,1.0,4.0,112.69470000000003,5.0,0.0
160,JAG-UCB-1d922829-2,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)c(C)c1,383.163376912,4.090640000000001,62.300000000000004,29.0,4.0,1.0,4.0,112.69470000000003,5.0,0.0
161,JAG-UCB-1d922829-3,Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1Cl,403.10875449599996,4.435620000000003,62.300000000000004,29.0,4.0,1.0,4.0,112.96770000000002,5.0,0.0
162,JAG-UCB-1d922829-4,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1,354.033811236,4.124100000000002,49.410000000000004,23.0,2.0,1.0,2.0,89.51870000000002,4.0,0.0
163,JAG-UCB-1d922829-5,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C#N)c1,345.06803255600005,3.3423800000000012,73.2,24.0,3.0,1.0,2.0,89.22370000000002,4.0,0.0
164,JAG-UCB-1d922829-6,CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C(F)(F)F)c1,388.060168216,4.489500000000002,49.410000000000004,26.0,2.0,1.0,2.0,89.51070000000003,4.0,0.0
165,LON-WEI-babf2c61-1,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,493.19323306800004,5.790800000000005,62.300000000000004,35.0,3.0,1.0,3.0,137.9266999999999,8.0,1.0
166,LON-WEI-babf2c61-2,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,473.247855484,5.445820000000005,62.300000000000004,35.0,3.0,1.0,3.0,137.6536999999999,8.0,1.0
167,LON-WEI-babf2c61-3,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,484.22745438800007,5.009080000000004,86.09,36.0,4.0,1.0,3.0,137.6316999999999,8.0,1.0
168,LON-WEI-babf2c61-5,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1,505.11801744,5.512100000000004,62.300000000000004,35.0,3.0,1.0,3.0,124.22870000000002,8.0,2.0
169,LON-WEI-babf2c61-6,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1,485.17263985600005,5.167120000000004,62.300000000000004,35.0,3.0,1.0,3.0,123.95570000000002,8.0,1.0
170,LON-WEI-babf2c61-7,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,496.15223876000005,4.730380000000004,86.09,36.0,4.0,1.0,3.0,123.93370000000002,8.0,0.0
171,LON-WEI-babf2c61-9,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,471.15698979200005,4.858700000000004,62.300000000000004,34.0,3.0,1.0,3.0,119.21870000000001,8.0,0.0
172,LON-WEI-babf2c61-14,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1,475.20196791200004,3.997080000000003,112.12,35.0,6.0,1.0,3.0,127.69270000000003,8.0,0.0
173,JAG-UCB-77729364-1,Cc1cc2c(N)nc(=O)n(CC(=O)Nc3cccc(Cl)c3)c2s1,348.04477433600005,2.64072,90.00999999999999,23.0,6.0,2.0,3.0,93.11110000000001,3.0,0.0
174,MIC-UNK-66895286-1,O=C(Cc1cccc(Cl)c1)Nc1cn[nH]c1,235.05123962,2.2443,57.78,16.0,2.0,2.0,2.0,62.37340000000002,3.0,0.0
175,MIC-UNK-66895286-3,Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1,249.066889684,2.5527200000000008,57.78,17.0,2.0,2.0,2.0,67.11040000000003,3.0,0.0
176,ALP-POS-d2866bdf-1,CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1,391.14668129200004,3.792200000000003,54.260000000000005,28.0,6.0,0.0,4.0,113.80600000000001,6.0,0.0
177,LON-WEI-ff7b210a-4,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1,401.060090052,3.3766000000000016,89.02,27.0,5.0,1.0,3.0,103.79500000000002,5.0,0.0
178,LON-WEI-ff7b210a-5,CCOC(=O)c1nc(S(C)(=O)=O)ncc1Cl,263.997155448,0.7101999999999999,86.22,16.0,6.0,0.0,1.0,56.10830000000002,3.0,0.0
179,VLA-UCB-00f2c2b3-7,O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12,285.066889684,3.397500000000001,57.78,20.0,2.0,2.0,3.0,79.87940000000002,3.0,0.0
180,ERI-UCB-ce40166b-6,O=C(Cc1cncc2ccccc12)Nc1cc(Cl)cc(OC2CCC(=O)N2)c1,395.103669116,3.6843000000000012,80.32,28.0,4.0,2.0,4.0,107.32140000000003,5.0,0.0
181,ERI-UCB-ce40166b-17,O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,427.09349835600005,2.2150999999999996,109.51999999999998,30.0,5.0,3.0,4.0,111.0246,7.0,0.0
182,JAG-UCB-c37fbdcd-2,COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(=O)[nH]c3ccccc23)C1=O,397.08293367199997,3.158900000000001,82.71000000000001,28.0,4.0,1.0,4.0,105.86470000000001,4.0,0.0
183,ADA-UCB-6c2cb422-1,O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12,296.07164071600005,4.069400000000002,41.99,21.0,2.0,1.0,3.0,85.52870000000003,3.0,0.0
184,MAT-POS-2db6411e-2,O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,302.058883112,1.9286,43.78,19.0,3.0,1.0,2.0,75.69380000000002,3.0,0.0
185,NAU-LAT-8502cac5-8,O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21,332.094311372,1.5127,93.94999999999999,23.0,6.0,1.0,4.0,82.77550000000004,3.0,0.0
186,LON-WEI-0a73fcb8-7,O=C(Nc1cnccc1CO)C1CCOc2ccc(Cl)cc21,318.07712002,2.732100000000001,71.45,22.0,4.0,2.0,3.0,83.09450000000002,3.0,0.0
187,TAT-ENA-80bfd3e5-1,CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1,426.0820324360001,3.565400000000002,83.78,29.0,6.0,1.0,4.0,113.77300000000002,5.0,0.0
188,TAT-ENA-80bfd3e5-4,Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1,329.061884556,4.039320000000003,38.55,23.0,3.0,0.0,3.0,87.01700000000002,4.0,0.0
189,TAT-ENA-80bfd3e5-7,CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1,336.081159844,2.72846,88.71000000000001,22.0,5.0,2.0,2.0,86.30940000000002,3.0,0.0
190,TAT-ENA-80bfd3e5-32,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,319.09752111599994,3.3664400000000017,40.46,22.0,4.0,0.0,3.0,85.30950000000004,4.0,0.0
191,TAT-ENA-80bfd3e5-36,CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1,382.075405768,3.0877000000000017,75.71000000000001,25.0,4.0,1.0,2.0,98.99150000000004,7.0,0.0
192,JAG-UCB-c61058a9-45,O=C(Nc1cc(=O)[nH]c2ccccc12)C1CCOc2ccc(Cl)cc21,354.07712002000005,3.686300000000003,71.19,25.0,3.0,2.0,4.0,97.50340000000001,2.0,0.0
193,MAT-POS-916a2c5a-3,Cc1cc(C)c(C)c(S(=O)(=O)N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)c1C,453.172227344,2.9084800000000017,90.55000000000001,32.0,4.0,1.0,4.0,124.62100000000002,3.0,0.0
194,BEN-DND-7e92b6ca-10,O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,347.163376912,2.4861000000000004,56.410000000000004,26.0,3.0,1.0,4.0,102.19120000000002,3.0,0.0
195,BEN-DND-7e92b6ca-11,COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,363.158291532,2.4991000000000003,65.64,27.0,4.0,1.0,4.0,105.67920000000004,3.0,0.0
196,TRY-UNI-2eddb1ff-7,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2CC(=O)N2)c1,345.088019052,2.44942,80.32,24.0,4.0,2.0,3.0,89.93540000000003,5.0,0.0
197,WIL-MOD-03b86a88-2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1,316.097855464,3.338420000000002,51.22,22.0,3.0,1.0,3.0,86.31970000000003,4.0,0.0
198,WIL-MOD-03b86a88-4,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1,332.092770084,3.002220000000001,60.45,23.0,4.0,1.0,3.0,87.99470000000004,5.0,0.0
199,WIL-MOD-03b86a88-6,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1,354.05533902,1.84002,114.18,23.0,4.0,3.0,2.0,89.48960000000001,5.0,0.0
200,LON-WEI-8f408cad-2,O=C(CCl)N1CCN(S(=O)(=O)c2c(F)cccc2F)CC1,338.030347396,1.0365000000000002,57.690000000000005,21.0,3.0,0.0,2.0,72.41680000000002,3.0,0.0
201,WAR-XCH-79d12f6e-6,Cc1ccc(C)c(S(=O)(=O)N2CCN(C(=O)CCl)CC2)c1,330.080491148,1.3751400000000003,57.690000000000005,21.0,3.0,0.0,2.0,81.97480000000003,3.0,0.0
202,LON-WEI-8f408cad-4,O=C(CCl)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,320.039769208,0.8973999999999999,57.690000000000005,20.0,3.0,0.0,2.0,72.45880000000002,3.0,0.0
203,LON-WEI-8f408cad-3,O=C(CCl)N1CCN(S(=O)(=O)c2cccs2)CC1,308.00561195600005,0.8197999999999999,57.690000000000005,18.0,4.0,0.0,2.0,70.37780000000004,3.0,0.0
204,ALP-POS-3fc1724e-1,COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,372.087684704,2.998900000000001,80.41999999999999,26.0,4.0,2.0,3.0,100.40090000000001,6.0,0.0
205,ERI-UCB-ce40166b-17,O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1,427.09349835600005,2.2150999999999996,109.51999999999998,30.0,5.0,3.0,4.0,111.0246,7.0,0.0
206,MAT-POS-c9973a83-1,COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1,290.0822054,3.233220000000001,51.22,20.0,3.0,1.0,2.0,79.31170000000003,4.0,0.0
207,MAT-POS-c478e61b-1,O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc43)c2)N1,370.08326802000005,2.2273,85.25,26.0,5.0,2.0,4.0,96.43240000000002,5.0,0.0
208,JAN-GHE-74b8b0cb-1,O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc4c3=O)c2)N1,398.07818264,1.5875,102.32,28.0,6.0,2.0,4.0,102.70240000000003,5.0,0.0
